n,m,C,S
84,84,2.78593379926234e-09,1.19307811859718e-09
85,0,-1.48179780261166e-09,0.0
85,1,-2.49267691433884e-10,1.81290076767531e-09
85,2,2.33690407761423e-09,1.39249443251363e-09
85,3,-1.50044969183658e-09,2.27729538493238e-09
85,4,-1.67609710124154e-09,-2.04989428972987e-09
85,5,-1.060188843232e-09,5.16540996801111e-10
85,6,-3.53193121536185e-09,4.13344268698483e-10
85,7,-2.93703878532327e-09,8.6134165855068e-11
85,8,-2.85952661733051e-10,-8.63510919361251e-10
85,9,1.12062428367491e-09,9.37343478860811e-11
85,10,-2.56170507414425e-09,9.63734004377022e-10
85,11,-7.21771114798184e-10,-2.06673406305375e-09
85,12,-2.43987340939711e-09,2.11453338072415e-09
85,13,4.00364313483949e-10,-2.08843123365798e-09
85,14,1.28981478935084e-09,-3.87230346822406e-11
85,15,2.07958155362802e-09,9.39306946897804e-10
85,16,-1.74043911345553e-09,2.11423474361029e-09
85,17,6.26002966679302e-11,1.14515967443912e-09
85,18,3.59064950825465e-10,-1.68559416430324e-10
85,19,-8.73317616649552e-10,-5.67342242868585e-10
85,20,1.50731282103167e-09,1.25283378190363e-09
85,21,-5.75635897597705e-10,2.74709511115616e-09
85,22,2.29623920353829e-09,2.48470763645165e-09
85,23,-5.00073599189862e-10,-1.95005776976174e-09
85,24,2.01433050215256e-09,2.68248535089963e-09
85,25,-2.07694200814261e-09,1.10128787592313e-09
85,26,8.46036640786633e-10,-1.76681494575446e-09
85,27,-6.70779024468251e-10,2.28411633802389e-09
85,28,1.74851950291039e-10,-2.62842646132642e-09
85,29,-1.51518535418849e-09,1.51264078601274e-09
85,30,5.76737807969927e-10,-8.66792655439758e-10
85,31,-1.6505442904373e-09,-5.53576681276195e-10
85,32,-7.88867938103037e-10,-2.65649966584314e-09
85,33,3.47133996723574e-09,3.9207894159325e-10
85,34,-4.32059463301364e-10,7.53801822627007e-11
85,35,1.65199086953208e-09,-2.98480363329822e-10
85,36,-1.1545831215982e-09,-1.27341547416847e-09
85,37,3.35363233558537e-10,-1.03164426941502e-09
85,38,2.4219626886132e-10,1.3793395906485e-09
85,39,-2.56719364118441e-10,-2.50971766460349e-09
85,40,-1.39212268755356e-09,-4.04655194748436e-10
85,41,-1.39898108407249e-09,-2.64049509830021e-09
85,42,1.99139850403809e-09,-7.47443267310228e-10
85,43,1.77575642716614e-10,-2.12500587612137e-10
85,44,9.8616879434135e-10,-2.42273423661765e-09
85,45,1.69293756827613e-09,7.36093886403012e-10
85,46,-1.88446501913787e-09,8.66620358369803e-10
85,47,1.71202830557374e-09,2.79311801192741e-10
85,48,2.04514906034975e-09,-2.18183714643306e-09
85,49,-4.57946795355935e-10,-1.14451503561709e-09
85,50,1.7508771767229e-10,5.22587153623842e-10
85,51,-1.4853683820922e-09,-2.35905982635765e-09
85,52,1.15712066285353e-09,-1.65948333394515e-09
85,53,5.6196488163129e-11,-1.13267926817906e-09
85,54,-1.39961401702341e-09,-2.52245056288908e-10
85,55,6.78712681113162e-10,-2.19349340976688e-10
85,56,2.01119089906796e-09,-1.43362459269383e-09
85,57,1.67358858074967e-10,-2.01740599986527e-10
85,58,-7.78833389250725e-10,2.10353945306129e-09
85,59,1.03974582484443e-09,5.74642073898268e-10
85,60,2.39573275130174e-09,2.47386778277474e-10
85,61,1.54159293662705e-10,-2.27380962927261e-09
85,62,-7.46658875284335e-10,-4.01750684760581e-10
85,63,1.43256006164526e-09,-2.39940049580451e-09
85,64,8.2047190079803e-10,4.17448350394025e-10
85,65,4.46045435423217e-10,-3.88870870997878e-10
85,66,5.7858307901315e-10,-2.4682482686816e-10
85,67,-4.83054715061305e-10,1.5177698352575e-09
85,68,-1.59668139458703e-10,-5.82624694569845e-10
85,69,-2.25249067885113e-09,1.05228433084646e-09
85,70,3.28051962945492e-09,-1.32283515710066e-09
85,71,-3.06399857986426e-09,3.00951235013984e-09
85,72,-1.44914805954399e-09,-9.09328010295479e-10
85,73,-1.76733406555764e-09,-3.68538210377836e-10
85,74,2.282678082867e-09,-6.04326199816127e-10
85,75,1.70525722636908e-09,3.75863417203916e-09
85,76,4.78484545542124e-10,-7.29126349239857e-10
85,77,-6.05827221233277e-10,2.12703991104461e-09
85,78,-8.45142869920593e-10,-2.27150628487782e-10
85,79,-1.6802840032267e-09,-2.0330873317531e-09
85,80,2.55733124421162e-09,7.06259058745055e-10
85,81,-7.16260603742364e-10,-2.93161209262294e-09
85,82,-3.39565788741352e-10,-1.06952319211216e-09
85,83,1.83870289552363e-09,-1.25915268585462e-09
85,84,2.24822717019437e-09,1.90497378694439e-09
85,85,-3.17470364190166e-09,3.98712944780263e-11
86,0,-1.71014593180926e-09,0.0
86,1,1.31169973612804e-09,-6.26351097165219e-11
86,2,-4.15661682297857e-10,-2.59946964314917e-09
86,3,-6.10983286385437e-10,1.32971955707085e-09
86,4,3.37204360516498e-10,4.41464663012485e-10
86,5,2.50255248633011e-09,-6.3182482615386e-10
86,6,-1.2638147038901e-10,-4.65523476149294e-11
86,7,4.07037005236869e-11,-1.64946156863966e-09
86,8,-2.3781400392266e-09,9.54674889174082e-10
86,9,1.85424094734668e-09,8.74641833389385e-11
86,10,-3.78611149393586e-09,5.19171337659591e-11
86,11,-1.13898891641656e-09,-1.92906212922331e-09
86,12,-1.38327210890717e-09,2.24518912805583e-10
86,13,-6.43170154366465e-10,9.07528169543835e-10
86,14,-2.07801122435059e-09,-1.76868891212116e-09
86,15,-7.05718170021527e-10,1.24631908446876e-09
86,16,-1.61370551016121e-09,-1.03870474860303e-09
86,17,-1.46180918241563e-10,-1.47458475506542e-09
86,18,1.70171258211028e-09,-2.29416159354776e-09
86,19,1.11854281353691e-10,1.96821763356677e-11
86,20,4.04094725546718e-09,-1.61304282444518e-09
86,21,-5.18823016574027e-10,1.50674968275519e-09
86,22,3.25948051689909e-09,1.51200187003913e-09
86,23,9.54760258033016e-10,2.60878636149227e-10
86,24,3.13490031299694e-09,-5.705396115852e-10
86,25,1.31044331319007e-09,-1.86189454414078e-11
86,26,4.64005748925602e-10,-2.86272318585342e-10
86,27,1.51072687731282e-09,2.3213091627305e-09
86,28,-6.90964148584689e-10,-1.38018025401016e-09
86,29,2.32931520460496e-09,1.59636952723335e-10
86,30,-3.0344262833408e-09,-1.45557950442729e-09
86,31,-5.01527811149996e-10,1.95862141354839e-09
86,32,8.2494659689484e-11,-1.45684170257074e-09
86,33,2.74953342027159e-09,-1.98202436836127e-10
86,34,-1.20476053450611e-09,3.05165489184397e-09
86,35,-1.59884501705446e-09,-7.8354287223701e-10
86,36,-1.26796538957554e-09,-1.30017073307723e-09
86,37,1.64966000958826e-09,-1.62399624277357e-09
86,38,1.98981417651521e-09,1.67136699388095e-09
86,39,-1.49355578889267e-09,1.37776348005292e-09
86,40,2.27155085744304e-09,-2.27029664711854e-09
86,41,-1.61267682866031e-09,-1.77705555168676e-09
86,42,2.06254972150844e-10,-1.72072842762131e-09
86,43,6.22499362029543e-10,5.16291488166743e-10
86,44,-8.33081852068093e-10,-1.19205600904968e-09
86,45,1.61658557361239e-09,5.41243818934511e-10
86,46,-1.44042042420005e-09,2.43400843283845e-09
86,47,1.07828689297318e-09,-2.92793533806688e-09
86,48,1.44047833488235e-09,-5.08552508019544e-10
86,49,1.88213059426942e-10,1.93422766209357e-09
86,50,1.53645451019627e-09,-1.97059274829789e-09
86,51,-1.75395093667764e-09,1.06240793483806e-09
86,52,7.62892611963583e-10,-1.87375883445555e-09
86,53,-3.04742530008689e-10,4.95421166754598e-10
86,54,-6.53450231179792e-11,1.05791905886019e-09
86,55,-3.82054624527218e-11,-3.05531334916296e-10
86,56,5.24152186890575e-10,3.75040907918693e-10
86,57,-3.98356080036672e-10,-1.419342320837e-11
86,58,1.07504496536158e-09,1.64741671173696e-09
86,59,8.41698841904504e-10,-2.51335206124239e-09
86,60,1.06572202325413e-09,-2.50542680611152e-09
86,61,4.22856242932205e-10,-7.31616800335542e-10
86,62,2.63205626968891e-09,1.44761126561551e-09
86,63,3.52228913040626e-09,-2.81572694147806e-09
86,64,1.24810470863745e-09,4.00060938877598e-09
86,65,1.29535305954748e-10,1.49931062558251e-09
86,66,-2.83719736282792e-09,-1.97906980559773e-10
86,67,7.82155951719439e-10,3.72950959320357e-09
86,68,-6.36974178824761e-10,-2.38921955136998e-09
86,69,1.56925420845613e-09,-2.77353079328654e-09
86,70,1.69131756550496e-09,-1.88345649457422e-10
86,71,-2.0087248723554e-09,1.7223065773703e-10
86,72,4.18992433149768e-09,-1.72486696076642e-09
86,73,1.11588257784379e-09,2.38541708798686e-09
86,74,2.55760083715816e-09,-7.23539019864809e-10
86,75,3.92323262532864e-09,3.38582707102862e-09
86,76,-1.79646894490579e-09,1.00932046232695e-09
86,77,-2.18763301048661e-09,2.02185016626964e-09
86,78,3.90127916399207e-09,1.34864435938785e-09
86,79,8.55577756049351e-10,-6.83921055325624e-10
86,80,-1.43878632991812e-10,1.24769100799175e-09
86,81,1.19424176098384e-09,-1.61099613905605e-09
86,82,4.45626097914581e-09,5.42638598038485e-10
86,83,-6.16439911223314e-10,-1.69725029286537e-09
86,84,-3.54623417167816e-10,2.27302967830284e-09
86,85,-5.58176797542686e-10,1.98673002648265e-09
86,86,1.29269600728022e-09,-1.36990826481008e-09
87,0,1.73657416267885e-09,0.0
87,1,6.92278590692011e-10,-2.53236846957874e-09
87,2,-1.02284542581214e-09,9.98445455072418e-10
87,3,4.89192066444348e-10,1.94245851752542e-11
87,4,-9.34545272181558e-10,-6.9928460305188e-10
87,5,2.15393169592086e-09,1.29931717330702e-09
87,6,-1.19128088860684e-09,9.18675126608613e-10
87,7,2.61023286452057e-09,3.22003129969927e-10
87,8,6.47045996275402e-10,-1.22332462624994e-09
87,9,-1.19951897701678e-10,1.32890873265801e-10
87,10,1.21309346826938e-09,-5.26155722042464e-10
87,11,-8.99019399599837e-10,-1.81363046795747e-09
87,12,-9.57316726094597e-11,9.7807537604393e-10
87,13,-8.16806531027153e-10,-4.58861464862781e-10
87,14,-1.24706184684425e-09,-1.95989985305742e-09
87,15,2.10543278898956e-10,6.80289006145926e-10
87,16,-1.01315931143045e-09,7.67602446641593e-10
87,17,-1.26890647210182e-09,-1.89975065746822e-09
87,18,3.19344636295722e-09,1.65114524137147e-09
87,19,-4.10782752867632e-10,-1.93168799944995e-09
87,20,-1.2405474860603e-09,-3.95308328199496e-10
87,21,-1.71800330495426e-10,1.43504266365518e-09
87,22,-5.59306234024181e-10,-2.14355554052654e-09
87,23,2.03125992162209e-09,-1.34208238029182e-09
87,24,1.33712840385952e-09,-1.42458340158964e-09
87,25,9.899199657908e-10,6.32764486415368e-11
87,26,1.22943820887469e-09,-2.0292994045829e-09
87,27,3.27382115563076e-09,1.35888144798444e-09
87,28,-7.43454069782501e-10,-1.71618043982617e-09
87,29,1.34871012374523e-09,-1.39475328219862e-09
87,30,-1.33633055231003e-09,1.27962775473572e-09
87,31,1.61372754671444e-09,1.80767399033923e-10
87,32,-1.40803192163748e-09,2.94260185138281e-10
87,33,-7.56480565373589e-10,4.88897597762442e-10
87,34,-1.41637947078273e-09,2.29537416183137e-09
87,35,-4.51036398867241e-09,1.09866052072056e-11
87,36,2.06126320276579e-09,-9.79576974595659e-10
87,37,2.44970300348232e-09,-1.96839443215756e-09
87,38,2.11863775196234e-09,1.04916206045597e-09
87,39,-4.23524671863447e-10,4.14706639186224e-09
87,40,1.92255902279129e-09,-3.2429535792492e-09
87,41,1.83079295529462e-09,-7.223920351502e-10
87,42,1.22845431594413e-09,7.54677807280305e-10
87,43,-7.87768973830215e-10,-4.84056446284075e-10
87,44,-2.32567791993238e-10,4.01977113669097e-10
87,45,-3.7645152924307e-11,5.94238389522167e-10
87,46,-7.04116543132678e-10,-1.65929271074945e-09
87,47,7.71745588884327e-10,-1.18366180987927e-09
87,48,2.23278661691444e-09,2.44325958020731e-09
87,49,8.48745007471374e-10,2.40942587053442e-09
87,50,-1.54485293186725e-10,1.25705330755244e-09
87,51,-5.55751006619994e-10,1.67733445936707e-09
87,52,2.20679172298177e-11,-5.26910605747529e-10
87,53,-1.52361938882186e-10,1.29066463920088e-10
87,54,-1.76792550600904e-10,2.46641797027325e-09
87,55,-2.7926281357971e-09,6.48136445256777e-10
87,56,-7.86252067728551e-10,-5.68509954442195e-11
87,57,1.76057170321459e-10,-1.22550177964867e-09
87,58,3.34279902136812e-10,-2.58282893558566e-09
87,59,9.47953267886553e-10,2.60858877796052e-10
87,60,6.37679205669285e-10,-4.527824424223e-10
87,61,-2.32502159653107e-10,1.85038495148636e-09
87,62,5.00003627647693e-10,-1.98485028021295e-09
87,63,-2.49336293237229e-09,-2.16921434601112e-09
87,64,3.24381229310936e-09,-2.30067972675575e-12
87,65,-2.58583121651375e-09,-2.37809783631206e-09
87,66,8.14306759186826e-10,-1.23788345300652e-09
87,67,2.97645009900471e-09,-1.862459896499e-09
87,68,-1.3935020489955e-10,-1.60271878627079e-09
87,69,2.04138854313515e-09,7.82892373146503e-10
87,70,5.43264115055572e-10,4.68405229861563e-09
87,71,3.61560622418392e-10,1.53160763488667e-09
87,72,-2.92191565935345e-09,-1.80578644495189e-09
87,73,-2.37254850003202e-10,-3.35621444241371e-09
87,74,6.01141702554717e-10,-2.84356008284434e-09
87,75,-8.66465838665073e-11,-5.32024988295446e-10
87,76,4.84625806733988e-10,-1.62835816903638e-09
87,77,2.81392150072999e-09,-4.94063946408924e-10
87,78,1.76459161384925e-09,1.11150047058634e-09
87,79,1.06352232622185e-09,-9.78730861642487e-10
87,80,4.47408196950145e-10,1.48138388488636e-09
87,81,4.60237442199937e-11,2.67144302581937e-09
87,82,-7.09174243860551e-10,-1.92252414350551e-09
87,83,-6.7534343550039e-10,8.75385772503347e-10
87,84,5.51520324779399e-10,-2.34073340005768e-09
87,85,-1.405119154248e-09,-1.20412784090536e-09
87,86,-9.88069955036826e-10,-3.49186839052151e-09
87,87,1.42345675108801e-09,2.07399922255478e-09
88,0,1.82826959991504e-09,0.0
88,1,-1.51552274460854e-10,-1.57830267872246e-09
88,2,-2.86526285751205e-09,-5.82744312710701e-10
88,3,1.05428954336272e-09,-9.707331369842e-10
88,4,1.14680597393916e-10,1.02459064376347e-09
88,5,7.84727737702474e-10,-2.9655284417036e-10
88,6,7.83482918257359e-10,3.94924838523997e-10
88,7,1.07684396404969e-09,1.43426702945629e-10
88,8,1.83501484587197e-10,-6.68435276788962e-10
88,9,1.08914679265723e-09,-2.05180130736487e-10
88,10,2.6372141920077e-09,-1.00277740046608e-09
88,11,2.09175846307344e-09,4.86192078637678e-10
88,12,1.06260784265098e-09,-2.27862467949464e-09
88,13,9.05528295890253e-10,1.99224937667452e-09
88,14,-8.63196730502155e-10,2.15605516741074e-10
88,15,8.8692573394783e-11,-8.12650220835779e-11
88,16,-4.50759981005787e-10,1.76805874457568e-09
88,17,-1.00347076355382e-09,1.33818960422477e-09
88,18,-2.1693635440987e-09,3.40948212693228e-09
88,19,-1.52224335569415e-09,8.08893287249946e-10
88,20,-2.86827002644918e-09,-9.59819004065585e-10
88,21,1.04754403045551e-09,6.3012497161103e-10
88,22,-3.08280068243388e-09,-1.72530447940964e-09
88,23,2.55912135120601e-09,1.28804677322083e-09
88,24,-2.24252179344415e-09,-2.63004240070659e-09
88,25,-2.45515454699479e-10,1.62793192163928e-09
88,26,-1.58744434520628e-09,-8.5197356992702e-10
88,27,9.33643757068053e-10,8.16666866536731e-10
88,28,-1.53183765430541e-09,6.3204361064187e-10
88,29,-6.28583192172096e-10,2.74961256623913e-10
88,30,2.68826436040479e-09,1.08143956980634e-09
88,31,-8.32050813127404e-10,-3.71785400388477e-09
88,32,7.99785011591823e-10,4.29657074514654e-10
88,33,-8.4465009809716e-10,-1.22930826993082e-09
88,34,8.84291786025385e-10,8.74908201371911e-10
88,35,-1.23834834773658e-09,-1.31742504816381e-10
88,36,1.07501106836588e-09,-7.5555962735289e-11
88,37,-7.64506101428588e-11,1.24462293128295e-09
88,38,7.18389860693651e-11,1.51899756038301e-09
88,39,1.27719985777171e-09,1.18544694821048e-09
88,40,-1.04973031666395e-09,-2.23586317810058e-09
88,41,3.47166253306019e-09,-1.35217782197922e-10
88,42,1.07863745365887e-09,-6.41022957666773e-10
88,43,6.96016621326558e-10,-1.69329707168381e-09
88,44,1.55432372259445e-09,1.58068343107932e-10
88,45,1.52134650421094e-09,3.29755704692385e-10
88,46,-1.53758600823003e-09,-1.03500696507463e-09
88,47,-6.17265786593592e-11,1.51597577710204e-09
88,48,3.23484855121617e-09,3.33469595454334e-09
88,49,-3.77627628799468e-09,2.41873928803207e-09
88,50,-9.04970634452163e-10,1.14134266744786e-09
88,51,-7.9077490498437e-10,8.06948704674486e-10
88,52,-7.71518045253727e-10,-3.59463774096938e-10
88,53,4.62466980970454e-10,-1.38120113681511e-09
88,54,4.06134727820562e-10,-3.86922790714728e-10
88,55,-5.57506355633869e-10,2.09832856529171e-09
88,56,-5.57633277304486e-10,1.95926314088083e-09
88,57,4.96317146018561e-10,-5.74257890185301e-10
88,58,5.92002437329981e-10,5.68082301768603e-10
88,59,6.05393800373459e-10,2.50034187951095e-09
88,60,8.71811258990102e-12,7.63935445516275e-10
88,61,-1.14284968358376e-10,1.02579682915483e-09
88,62,1.28552557891893e-10,-1.27866779052604e-09
88,63,-6.44543431203602e-10,-5.80357542178893e-10
88,64,3.69602550428122e-09,-1.57538124013373e-10
88,65,-3.24982920132664e-09,1.92147469479171e-10
88,66,1.24249613523216e-09,-1.44439748126672e-09
88,67,4.21188148370052e-10,-1.80029381986296e-09
88,68,1.02620121416535e-09,2.37213403801137e-09
88,69,-7.6223689209171e-12,-4.35516837731553e-10
88,70,7.39582312458914e-11,1.96193922590438e-09
88,71,-1.53255949273115e-09,-1.76734881354393e-09
88,72,2.20761999392818e-09,-2.99834648144367e-09
88,73,1.78281204292795e-09,2.18841186421174e-09
88,74,-2.70699254910803e-10,-1.55015748673772e-09
88,75,-6.5204770416463e-10,1.42512250103736e-09
88,76,-2.67625327213232e-09,1.08346117238995e-09
88,77,-6.02612271840851e-10,-1.38506633351577e-11
88,78,-8.41606863456415e-10,-8.70095291464422e-10
88,79,1.82976561068739e-10,5.68102289764802e-10
88,80,-1.12262627731595e-09,-2.88729772735714e-09
88,81,4.01548724429703e-09,-1.01265652310497e-09
88,82,1.01825238493822e-09,1.365780758435e-10
88,83,-2.060205801521e-09,1.09054322513197e-09
88,84,-1.6416035773669e-09,-5.11564112018436e-10
88,85,2.50761900901656e-10,3.22275506878429e-09
88,86,-3.38776439132297e-10,2.22744803027602e-10
88,87,5.75395331159059e-10,2.41068426261897e-09
88,88,7.8777495005486e-11,-2.30318592199544e-10
89,0,-7.07684394647049e-10,0.0
89,1,-1.10053719764841e-09,1.77326198044175e-09
89,2,7.08860201150892e-10,-1.44317457064403e-12
89,3,-3.21904786373985e-09,-2.86198551156766e-11
89,4,-3.44815361743449e-10,2.21276204749379e-10
89,5,-2.16458559435857e-09,4.86617682045942e-10
89,6,-1.86714877975316e-09,-3.83758595503137e-10
89,7,1.04400858558105e-09,1.84184508333967e-10
89,8,1.24878849660457e-09,1.93945015420781e-10
89,9,-2.78313365422696e-09,3.56690542201369e-10
89,10,1.66015111782107e-09,3.40238699631614e-10
89,11,3.23215999260978e-09,2.4502920706289e-10
89,12,7.28434393387307e-10,-1.86885931369271e-10
89,13,2.82453799909753e-09,-8.91997761337244e-10
89,14,2.88656368138453e-10,2.84594847318167e-09
89,15,4.10335372354655e-10,1.82158176447164e-10
89,16,-9.47528226436875e-10,-1.21846065620154e-09
89,17,1.33564223135437e-11,1.98268333522957e-09
89,18,-7.55492783805708e-10,1.47788016563947e-09
89,19,-3.00536184363967e-09,1.18627655313895e-09
89,20,-9.24264079833541e-10,-4.78612469172186e-11
89,21,-5.2310887919536e-10,7.61976188844244e-10
89,22,1.18078471579223e-09,1.26265458753519e-09
89,23,-1.61035560097837e-09,7.14327625567366e-10
89,24,-3.16722085936627e-09,2.68766179181963e-09
89,25,-1.88485875060915e-09,-2.52100110166282e-09
89,26,-8.55855588312245e-10,2.9088459152155e-10
89,27,1.09379188288162e-10,-1.85740694215307e-09
89,28,-1.98040335145734e-09,2.87424100152788e-09
89,29,-1.43988418301971e-09,6.80153214478989e-10
89,30,2.55103602851168e-09,-2.19115257930073e-10
89,31,-1.34003420787817e-09,-1.15721982951213e-09
89,32,3.020153591352e-11,1.3551320684871e-10
89,33,-4.90504037672125e-10,-6.60087043436624e-10
89,34,1.08899969975573e-09,-1.98278813094535e-09
89,35,1.0017543899944e-09,4.84813289016408e-10
89,36,5.26151632955521e-10,-8.35916292382865e-10
89,37,-1.15141266665883e-09,3.86640762304214e-09
89,38,4.41843664015949e-10,-5.91614275240952e-10
89,39,6.6868147722128e-10,-6.11734990733608e-10
89,40,-4.1624486846043e-10,4.86826010301636e-10
89,41,1.65998705604906e-09,-1.1609328970131e-09
89,42,-7.78099847959861e-10,2.00280001883837e-10
89,43,1.31154288105833e-10,-1.05111451166785e-09
89,44,4.42719024797199e-09,-6.66204618188625e-10
89,45,-2.32401197385008e-10,-4.65844985711575e-10
89,46,-5.62978962040053e-10,-1.37901329813342e-09
89,47,1.28289835398484e-09,1.72113677745843e-09
89,48,-2.52664371023488e-09,2.71401865141196e-10
89,49,-1.51807294913013e-09,4.42544016947653e-10
89,50,-7.86558456644502e-10,-2.21727365175099e-09
89,51,-2.54222127678206e-10,1.93661151113803e-10
89,52,3.84366258538957e-10,3.84638339169383e-11
89,53,-1.24620161964589e-10,-3.80368650562891e-10
89,54,1.02202172066381e-09,-2.0713540380458e-09
89,55,2.62663974120006e-10,1.1112182151741e-09
89,56,-7.67978390906039e-10,1.98338356748598e-09
89,57,-1.69591262411262e-09,2.68410557450183e-10
89,58,-2.69943333263471e-10,-1.37768981632328e-09
89,59,-1.05638572852496e-09,-1.65233632230829e-09
89,60,-1.7878038060701e-09,3.40665072986771e-10
89,61,-8.30445655189805e-10,7.48107838980366e-10
89,62,8.98197940226987e-10,3.30072468020924e-09
89,63,2.38527817472497e-09,1.90853704479167e-09
89,64,-1.46726240714355e-09,1.21054097079319e-09
89,65,-1.04012881612811e-10,1.80969994087179e-09
89,66,-1.70246549639497e-09,-2.19955515734393e-09
89,67,-2.88820791444805e-09,1.81920927595118e-09
89,68,-9.86209113914417e-10,4.44271341716447e-10
89,69,-1.08773109697633e-09,2.75885126364073e-10
89,70,-2.9230922409731e-09,-9.48875983123094e-10
89,71,2.74453598799808e-10,-2.10751100027769e-09
89,72,1.54110249780543e-10,5.88959550668399e-10
89,73,-1.09583811185957e-10,8.47550975155842e-10
89,74,-1.86757906540267e-09,-1.63739909631249e-10
89,75,-2.51661733165715e-09,1.83878399127406e-09
89,76,-1.90953832452861e-09,-2.29271360465713e-09
89,77,1.96521664163169e-09,5.4460126250412e-10
89,78,6.93199207178774e-10,5.86175767162194e-10
89,79,-5.76033777346816e-10,1.50712635062906e-09
89,80,-1.16651509313815e-09,-1.73346133765606e-09
89,81,-3.03548801091976e-09,1.03218126483101e-09
89,82,3.87244930609973e-10,1.18048190686877e-10
89,83,1.75221783311685e-09,-1.23122853122877e-09
89,84,1.17808438144102e-10,7.74676661573187e-10
89,85,-6.88261072143681e-10,7.35052335170006e-10
89,86,1.17899254429487e-09,-1.00668413853886e-09
89,87,-6.14104890900397e-10,1.07187531243908e-09
89,88,-3.24540528773619e-09,1.06712841183103e-09
89,89,1.84544986932622e-09,-4.76436290308581e-10
90,0,-3.98389290938069e-10,0.0
90,1,-5.97821453484855e-10,-9.90996963969247e-10
90,2,-1.01825600386156e-09,-2.74963668455417e-10
90,3,-4.69881461027958e-11,1.22670864072191e-09
90,4,3.85943770309298e-11,6.82611019887405e-10
90,5,-1.59204664087966e-09,-9.60510321668044e-10
90,6,-3.53814826266691e-10,5.2596708080574e-10
90,7,6.70742282411164e-10,1.72985126570634e-09
90,8,4.98776832186134e-10,2.05469666142699e-10
90,9,-3.13811034913169e-09,6.12012066407027e-11
90,10,7.3292983523582e-12,4.37172035157637e-10
90,11,-3.2839627344974e-11,5.05940844932724e-10
90,12,-2.52197016615773e-09,6.28065302252161e-10
90,13,1.56089253523386e-09,2.62406477366543e-10
90,14,1.68361170375615e-09,5.97941026417741e-10
90,15,1.12069912111511e-10,1.36003823124028e-09
90,16,5.40930199333342e-10,-5.1963960749316e-10
90,17,1.02099631059762e-09,-1.23986912918773e-10
90,18,-5.92892089403745e-10,-5.38424712624533e-10
90,19,2.29675777493882e-09,-1.97609354274843e-11
90,20,1.1680817770181e-09,2.36165397365828e-10
90,21,-1.54218588347244e-09,-3.53696453661726e-10
90,22,-6.08409885961466e-10,-2.40981001862523e-10
90,23,-1.37300960361912e-09,2.3731618999077e-09
90,24,-2.48015025746035e-10,-2.63487738241441e-10
90,25,-7.79929354670088e-10,-4.01773931217407e-09
90,26,-5.82510689946827e-10,1.62565433398751e-09
90,27,-4.25746678305063e-10,-4.40809672634653e-10
90,28,1.06015444426423e-09,3.73063505964325e-09
90,29,1.26649436685766e-09,2.2671675769279e-09
90,30,7.43784864697197e-10,-9.56649874958558e-10
90,31,1.11847143311371e-09,1.38229401325757e-09
90,32,1.18017632570053e-09,4.00958422678696e-10
90,33,1.82184989713586e-10,6.04846448318603e-10
90,34,-1.88419470183724e-09,-2.83940774977024e-09
90,35,-4.63856844706931e-11,-5.85120588384999e-11
90,36,-1.51413415768123e-09,-1.2236214588419e-09
90,37,-1.0332425786286e-10,2.1540855042089e-09
90,38,6.58728388558378e-10,-2.60848478707214e-09
90,39,1.17052142600337e-09,-8.34847930589549e-10
90,40,2.17096665405751e-09,8.05943136286127e-10
90,41,-1.50226614832241e-09,1.73060167071895e-09
90,42,-6.26115159642519e-10,8.2640434844371e-10
90,43,-7.10999646175176e-10,-7.79715534725699e-10
90,44,5.71369520044078e-10,4.27628651580405e-10
90,45,-2.64401621056404e-09,1.46860172816039e-09
90,46,1.59030185903133e-10,-8.45592380477996e-10
90,47,-4.81694970585325e-10,-2.26749760005059e-09
90,48,-2.55756108728905e-09,-3.30456720430178e-10
90,49,7.33419229030377e-10,-2.22730764062306e-09
90,50,-6.17840267469478e-10,-2.55968359810289e-09
90,51,7.76557254631266e-10,1.39498036312869e-09
90,52,2.07465958204387e-10,4.94893364488811e-10
90,53,-1.15354885185784e-09,9.78738233365736e-11
90,54,1.22966188450211e-09,-2.32819322975163e-09
90,55,7.16589122330318e-10,-5.91102785163848e-10
90,56,7.13982350840434e-10,1.2502312277125e-09
90,57,-9.10421845975028e-11,-2.52910878242301e-10
90,58,9.79814155177386e-10,-1.95817623822775e-09
90,59,-6.09326796331482e-11,-1.09285742794515e-09
90,60,4.66602716111444e-10,6.0920096726143e-10
90,61,1.12520843305277e-10,1.89396046028312e-09
90,62,7.37861426876077e-10,1.27373454175591e-09
90,63,9.24158514590723e-10,1.00585540522127e-09
90,64,-6.31564411149623e-10,8.55915793756022e-10
90,65,3.3593415364236e-09,-2.9664063900661e-10
90,66,-5.71096598180815e-10,-2.25695601823386e-09
90,67,-5.15381180675742e-10,3.65676681236776e-09
90,68,-7.55026255920813e-10,1.36623472625125e-10
90,69,-2.41077959082729e-09,1.98838577162614e-09
90,70,1.19729606592337e-09,-6.07535847481123e-10
90,71,1.79906292551966e-11,1.40063082255529e-10
90,72,1.31221411947267e-09,-4.95607045514398e-10
90,73,-1.4285398244653e-09,1.89088476043281e-09
90,74,-1.71812360581328e-09,-6.11273563467706e-10
90,75,2.47243529955992e-09,1.77350747021031e-11
90,76,2.04030578682398e-10,2.49055981280727e-09
90,77,5.55098654356777e-10,1.63687701323316e-09
90,78,7.97309057083581e-10,-9.20144598751934e-11
