n,m,C,S
90,79,-1.1436151198997e-09,1.06500523103076e-09
90,80,-2.52899057591028e-09,-3.20496761188972e-10
90,81,2.64017400890277e-10,-1.21814314089709e-09
90,82,8.36890845151039e-10,1.6456025535611e-09
90,83,-2.02647868817292e-09,-9.43413056045414e-11
90,84,-8.07717383094922e-10,1.06778183588092e-09
90,85,2.08418611508309e-10,1.5035782797333e-09
90,86,-1.37025241716342e-09,8.79253055669718e-11
90,87,1.95036386297799e-09,3.18080748886666e-10
90,88,-4.03423531362064e-10,4.94482359922518e-11
90,89,2.7526460382915e-09,-1.50105249599843e-09
90,90,7.33188520723327e-10,2.39139050464737e-09
91,0,-5.0691991255756e-10,0.0
91,1,-5.50347070997349e-10,-9.72493600944303e-10
91,2,1.61046310847218e-09,7.43129124489637e-10
91,3,-3.42716197976329e-11,-2.32587329969924e-09
91,4,1.6448299233269e-09,-9.01879794374813e-10
91,5,-5.31942194775111e-10,-2.83913999482762e-10
91,6,-8.80054415996846e-10,1.0843254611769e-09
91,7,1.62055205373143e-09,-3.04445385190816e-10
91,8,-2.56780790529678e-09,7.66491998444962e-10
91,9,-1.00426934304123e-10,9.27866490247921e-10
91,10,5.04473253414702e-10,-3.97095611330453e-10
91,11,-3.79996826521387e-10,1.98655224017932e-09
91,12,-1.50831611692092e-09,4.17204079960025e-10
91,13,-5.44852465660117e-10,-9.40294886647563e-10
91,14,-4.12858320693599e-10,1.0006880345208e-09
91,15,-1.32965062223288e-09,-1.01045565111553e-09
91,16,2.13484586661254e-09,-2.18222078239886e-09
91,17,3.57765278405043e-10,-1.52735960599103e-09
91,18,1.68405790962822e-09,-5.09068598993835e-10
91,19,9.05418555020274e-10,-2.03930996945585e-09
91,20,8.81243696298904e-10,2.71031709928193e-09
91,21,6.92165390681262e-10,-2.43599196882044e-09
91,22,1.28213303167728e-09,-1.11783077211388e-09
91,23,9.18475723087898e-10,-5.32911308050126e-10
91,24,1.39065278352747e-10,-8.68898242660411e-10
91,25,1.69754445709013e-09,-6.72722415737574e-10
91,26,2.52469538087981e-09,-2.01317479947144e-10
91,27,-1.93994563821535e-09,6.29274249272925e-10
91,28,-1.84505639632767e-09,-1.17162027085915e-09
91,29,-7.21765453371448e-10,2.18030986763904e-09
91,30,2.33927395964287e-09,-1.14664623435826e-09
91,31,8.74015370251253e-10,1.58527704201686e-09
91,32,-3.5145905753314e-10,-7.08125671412226e-10
91,33,9.74215173130456e-10,-1.61840357180397e-10
91,34,1.98241811747424e-10,-9.66161678771191e-10
91,35,3.23260178484132e-10,4.5921482430139e-10
91,36,-5.29265794922599e-10,3.95602658918087e-10
91,37,2.8569830953386e-10,2.10285649703061e-09
91,38,-1.08801967875418e-09,-1.38649299183004e-09
91,39,-8.41274020894156e-11,-1.57946277227953e-10
91,40,1.96337405190495e-09,-8.01981303028038e-10
91,41,-2.27934644003348e-09,1.3427976943334e-09
91,42,1.4108010809908e-09,7.8760641185586e-11
91,43,-8.26231814555672e-11,-8.00862917782101e-10
91,44,8.75280711533358e-11,2.17473651273414e-09
91,45,-2.41247540931115e-09,3.26824993140307e-09
91,46,-1.74202985285029e-10,-2.50328505159414e-09
91,47,-2.7068152800146e-10,6.78079083572983e-10
91,48,-7.88613697373555e-10,-7.82435027847991e-10
91,49,-2.03249261514755e-10,-2.37033937869009e-09
91,50,-9.10239152562608e-10,2.88766617695319e-09
91,51,-3.07152235065956e-10,-1.99903660180752e-09
91,52,5.71158103628226e-10,5.85000360048945e-10
91,53,-1.74127723802139e-09,-1.1637281328571e-09
91,54,-8.3974120481864e-10,-1.22665579256992e-09
91,55,1.92353033709089e-09,2.26311689311525e-10
91,56,8.37734060956198e-10,7.56202206167992e-10
91,57,1.13508623798768e-09,8.63632671831994e-10
91,58,-2.77001724705719e-09,-6.44532440983212e-10
91,59,2.59922534817296e-10,-2.25612400800043e-10
91,60,1.50386986308906e-09,9.00690513337315e-10
91,61,4.94854177615948e-10,4.49340530992437e-10
91,62,-9.71248637354677e-10,-4.03751487515628e-10
91,63,8.33766922998201e-10,3.48149930982498e-09
91,64,-2.2055996927612e-10,3.11761221696564e-10
91,65,-1.01290901019413e-09,-5.40465212141363e-10
91,66,2.4865841717995e-10,6.1265521345287e-10
91,67,-6.4691685592023e-10,-5.18934133182858e-10
91,68,2.06004521768659e-09,-1.21619305686706e-09
91,69,2.68874369404097e-10,9.60627800700212e-10
91,70,1.0129765973332e-09,5.96633777173956e-10
91,71,2.83664955979792e-11,2.12845435809588e-09
91,72,-2.73420669379893e-10,2.73385782207709e-09
91,73,-2.56253746601973e-09,2.32186363673734e-09
91,74,-1.24436370706573e-09,1.89898133702017e-09
91,75,-2.28422553358999e-09,1.93423160550841e-09
91,76,-3.92174697232323e-09,-8.55459485952412e-10
91,77,1.80024457731421e-09,-4.77818749797677e-09
91,78,2.43995611856565e-10,-4.53237112852661e-10
91,79,3.37849409648551e-09,-2.50044680195069e-09
91,80,1.59560982063542e-09,-4.02102192794986e-11
91,81,2.36836362896237e-09,6.27977520107892e-10
91,82,-1.10299639819017e-10,2.61204065689806e-09
91,83,1.07968487185549e-09,2.18198965000754e-09
91,84,-2.46472262583948e-09,2.45492824857609e-09
91,85,-1.34279193552705e-09,-1.60479430882813e-10
91,86,1.83825414022761e-09,-2.69567953720349e-09
91,87,3.58522425920812e-09,-5.17712642613052e-10
91,88,-4.22958157090452e-10,-1.51865541185118e-09
91,89,2.43172342524042e-09,-3.41686614413667e-09
91,90,-6.37917880158228e-10,-2.01803123812886e-10
91,91,-2.47399521506484e-09,-6.39172153576118e-10
92,0,-9.32915108941999e-10,0.0
92,1,-7.80139883975012e-10,-2.5510010766449e-09
92,2,9.06864692550109e-10,4.55813355130896e-10
92,3,1.66684905281597e-09,7.27423745518206e-10
92,4,1.36406642981472e-09,2.82895194149216e-10
92,5,4.51366901150817e-10,-1.04462568497959e-09
92,6,2.05636707420312e-09,-1.01040245464096e-09
92,7,5.38420823224273e-10,-7.27462068737197e-10
92,8,-1.31514096082704e-09,-1.09409842715483e-09
92,9,-2.55168728421222e-10,-4.08664151222779e-10
92,10,5.66140168154204e-10,3.01783850472502e-10
92,11,6.0317240393024e-10,-2.41658514808314e-10
92,12,1.39461789145003e-11,3.03948458166281e-10
92,13,-2.26275737949666e-09,7.87832032651147e-10
92,14,6.33625179242436e-10,2.46249631861715e-10
92,15,-1.17018247132477e-09,9.12331664549656e-10
92,16,1.94669995531544e-09,1.03709308462733e-09
92,17,1.73783646468442e-10,-3.53001047114044e-10
92,18,-2.11570883169896e-09,-1.48596263580609e-09
92,19,1.87155793646218e-09,-1.43710998312021e-09
92,20,7.78660466678794e-10,8.00837031122502e-10
92,21,1.39170916371805e-10,-2.73317757112308e-09
92,22,1.31569442147907e-09,-2.68342974947517e-09
92,23,1.65074840808205e-09,-9.365907786656e-10
92,24,-1.14221089131376e-09,-1.7167016819831e-09
92,25,1.22475124031637e-09,1.52893123852838e-09
92,26,-5.32303386213786e-11,-4.25492471177112e-10
92,27,-1.56039204713977e-09,1.24057057252792e-09
92,28,-4.61529678397739e-10,-2.76667634638867e-09
92,29,-7.37283613926796e-10,2.25637226398175e-09
92,30,6.60586839455107e-10,-1.3855118662651e-09
92,31,-2.69463338741866e-10,1.08565145215433e-09
92,32,6.41812839447373e-10,-3.16610528284528e-10
92,33,8.91270914470231e-10,-2.48575331022007e-09
92,34,2.11044230963975e-09,-2.06847942900197e-11
92,35,8.50965469659483e-10,-5.5737674167216e-10
92,36,5.61321049490474e-10,3.12812304274749e-09
92,37,-1.01095027914747e-09,5.09177132430125e-10
92,38,-3.9589791131668e-10,2.11161660622203e-09
92,39,5.82685238144232e-10,-6.2105196437645e-10
92,40,1.91233525884533e-10,-6.96218055299306e-10
92,41,1.75262030298892e-10,-8.41807641863268e-10
92,42,5.87678988228412e-10,-2.3565843544468e-09
92,43,8.59178313522889e-10,1.24949380385831e-09
92,44,4.24058465002968e-10,1.24889440570813e-09
92,45,1.90550018662741e-11,-5.30718135948107e-10
92,46,7.62440294052541e-11,-1.5292625349752e-11
92,47,1.24256852521756e-09,1.8796237779668e-09
92,48,8.82177593111675e-10,1.04578251855101e-09
92,49,-1.19347715728246e-09,-2.70655516404151e-10
92,50,1.19216376156676e-09,4.3342857592869e-09
92,51,-3.06806938634055e-09,-1.99242438277503e-09
92,52,-1.1581624163132e-09,-7.48450297608951e-10
92,53,5.82707137089232e-10,1.40770178986269e-10
92,54,-1.27115036786047e-10,-8.78828793706265e-10
92,55,2.37138908649356e-09,4.15470197288306e-10
92,56,-1.20721718685662e-09,1.32529308611134e-10
92,57,1.2157900424512e-10,6.07162075438797e-10
92,58,-5.94033003328862e-10,1.44921625853267e-10
92,59,8.36810295274603e-10,-4.02963643902542e-10
92,60,4.32856288309868e-10,-1.68217072161581e-09
92,61,-4.20773488013022e-10,1.23352803855289e-09
92,62,-1.35147953240104e-09,6.08688163833642e-10
92,63,8.95191660046758e-10,9.87725502127508e-10
92,64,-7.02433867234297e-10,-2.3211286474052e-09
92,65,-1.38475641522011e-09,-1.52385461527119e-09
92,66,8.46183413775269e-10,-9.19776772858245e-10
92,67,6.2423761067034e-11,-8.46195295095635e-10
92,68,1.54629370291671e-09,-1.1902920090981e-09
92,69,9.97387354814639e-10,-5.50904511650128e-10
92,70,-2.27416079648721e-09,-1.83639832729409e-09
92,71,1.4623710945181e-09,2.29615366448952e-10
92,72,-2.54899265011817e-09,-8.69690973751316e-10
92,73,1.11904234291984e-09,-2.69228845145412e-09
92,74,1.48630378491686e-09,-5.17973529536401e-10
92,75,2.96685513886986e-09,-2.78073904399854e-10
92,76,-6.27416086093871e-10,9.39325746062007e-10
92,77,1.64008072244638e-09,-2.93840159789013e-09
92,78,2.69904941510501e-09,9.0295208284037e-10
92,79,1.73944792243427e-09,2.74915376812844e-09
92,80,-2.39917537861629e-09,1.5591773439675e-09
92,81,-1.57487772610158e-09,-1.24920265024331e-09
92,82,1.35551452226747e-09,-1.10690115551195e-09
92,83,1.51760005896433e-10,3.51455792682001e-10
92,84,1.31851597595415e-09,-3.88837318368187e-09
92,85,7.76077004521497e-10,2.10979276366874e-09
92,86,1.38589973787838e-09,1.09494019138577e-09
92,87,-1.13308497001755e-09,2.3800132504558e-09
92,88,-4.67903231497963e-10,2.68536437675972e-09
92,89,-1.77216363267642e-09,5.29809970491705e-10
92,90,1.77442458008127e-09,-8.87454186058748e-10
92,91,-2.21110432903831e-09,-2.98668170465717e-09
92,92,1.45459528514432e-09,-1.88101144038152e-09
93,0,5.68116896043075e-10,0.0
93,1,6.34468833608662e-10,1.49666076894335e-09
93,2,1.29408796347183e-09,-3.77546000040865e-10
93,3,-3.82311630757591e-09,4.91571196406567e-10
93,4,6.33204865687267e-10,5.39207833028952e-10
93,5,1.24988788615678e-09,-7.66775265116524e-11
93,6,1.43338633278875e-09,-1.4147624257576e-09
93,7,6.83903113783918e-10,-1.67973855879781e-09
93,8,1.06819236372758e-09,-1.41441824270461e-10
93,9,2.98804765652909e-09,-1.00329896960284e-09
93,10,7.18517536404841e-10,9.28418454580326e-10
93,11,8.71599133666264e-10,3.11783497834031e-10
93,12,4.99282489318112e-10,-1.22311366352463e-09
93,13,-1.3200750778722e-09,5.24956739498824e-10
93,14,-1.81536943785589e-10,-2.11341578063888e-09
93,15,1.59578965295827e-09,3.74912449913226e-10
93,16,-2.06317877284873e-09,1.28874308119656e-09
93,17,-1.81883913777275e-09,2.54200825333646e-09
93,18,-6.59278960203183e-10,-1.01229284014656e-09
93,19,-8.61025232992655e-10,-7.29079043672906e-10
93,20,1.15341228284492e-09,-3.55766540177894e-10
93,21,-2.03714103057385e-09,1.96564452605506e-09
93,22,1.05500367596125e-09,2.55213670127705e-09
93,23,-8.58467026557115e-10,-2.03914752388009e-09
93,24,-9.5758844671797e-10,-9.83545245439972e-10
93,25,-9.23579337956633e-10,4.44720918674532e-11
93,26,1.2557920894651e-10,-7.74096257390992e-10
93,27,1.14262668520346e-09,-3.24539651856356e-11
93,28,-1.31190002710743e-09,-2.54940463676765e-09
93,29,1.46471376319371e-09,1.51057371485693e-09
93,30,-1.41728436182412e-09,1.94545681116439e-09
93,31,-2.38271587504778e-10,1.29739810162268e-09
93,32,-1.07842745125279e-09,6.62455771186103e-11
93,33,9.88269424130756e-12,-1.39689315832801e-09
93,34,7.38368008238168e-10,3.79627487419737e-09
93,35,3.33295181147834e-10,-7.62975311297978e-10
93,36,5.84041850714636e-10,-3.04578171022126e-10
93,37,-9.52199629020626e-10,-9.24422102681255e-10
93,38,1.64983850985687e-09,-5.75460160288376e-10
93,39,1.33874104905319e-09,-1.057139674631e-11
93,40,1.08730619356986e-09,1.24030394038716e-10
93,41,2.276214178389e-09,-3.27760655405296e-10
93,42,-2.49382540090422e-10,-1.51254478870354e-09
93,43,1.10314469559746e-11,6.3692655685249e-10
93,44,-1.21485399709045e-09,4.77827246822499e-10
93,45,1.15802583928821e-10,-1.60080549012453e-09
93,46,2.75573675122924e-09,1.00476268184671e-09
93,47,1.34615019016824e-09,1.57480445137844e-09
93,48,-1.40065512394258e-09,-8.33036474431382e-11
93,49,3.26067286078393e-09,-4.75212606250541e-10
93,50,1.87281900771926e-09,-1.33963138265931e-10
93,51,-3.28231970748419e-09,4.35987688075495e-10
93,52,1.50629928483483e-09,-1.29555750468385e-10
93,53,1.48227074500785e-09,1.87849070226615e-09
93,54,3.20567856530804e-10,6.74746736135702e-10
93,55,-3.70558597962539e-10,5.75787111746734e-10
93,56,-3.41927055519588e-10,2.03588494188882e-10
93,57,-3.96641033908905e-10,1.85784239370991e-09
93,58,-6.50606648393262e-10,1.68551123615316e-10
93,59,-1.83100850566754e-09,-3.57064339333733e-10
93,60,-2.82849296366235e-10,-1.06878581492864e-09
93,61,-2.24025463513597e-09,5.27948903007648e-10
93,62,2.0202120167e-10,-3.86785721124806e-10
93,63,-1.97534805677961e-10,-2.88608024102578e-09
93,64,-9.29347167058585e-10,4.3019821316365e-10
93,65,1.47805521814939e-09,-5.52007911049008e-10
93,66,-2.99080937114524e-10,-8.39281006164854e-10
93,67,9.50448243466761e-10,2.59156025882629e-10
93,68,5.99363890964693e-10,-5.12879445481464e-10
93,69,3.13026590077785e-09,7.37936625838919e-10
93,70,-3.20856443737906e-09,-4.25625776156647e-10
93,71,-1.82994851626917e-10,-1.00628687472884e-09
93,72,-1.3650763537954e-09,-6.28072542154275e-10
93,73,-3.05801460107765e-10,-1.0135533101634e-09
93,74,2.88421339246255e-09,-2.54167778411048e-09
93,75,1.81591302156355e-09,3.9838996146493e-09
93,76,-1.46700201200347e-09,-1.89264466043166e-10
93,77,-6.25107214971482e-10,-8.73429892711745e-10
93,78,5.70779155267566e-10,2.63964394889058e-09
93,79,-2.85343441574937e-09,5.10454225428059e-10
93,80,-3.9035976552699e-10,6.91154346205858e-10
93,81,8.85602499020259e-10,2.20473312249825e-10
93,82,3.93761283575919e-09,-1.0188864561554e-09
93,83,4.19604588776116e-10,-1.67662747535392e-10
93,84,2.82409894133147e-10,-5.67249683419352e-10
93,85,-4.75046848717665e-10,-2.40130467558196e-10
93,86,3.41147067659204e-09,-9.40301227498888e-10
93,87,-1.65671241916811e-09,2.00656045707601e-09
93,88,-6.38926177886106e-10,1.09753431901531e-10
93,89,-5.93524020765446e-10,-4.03176291076548e-09
93,90,-1.26138588981547e-09,-3.63315689189725e-11
93,91,-2.37418778415217e-09,-7.29023446375896e-10
93,92,-4.77838989182605e-10,1.32184233310266e-09
93,93,-8.59521780805532e-10,2.54333904857299e-09
94,0,8.61913800624447e-11,0.0
94,1,-8.40543353015008e-11,2.2937070478033e-09
94,2,-2.41548523877659e-10,1.38489130250631e-10
94,3,-1.43594111594992e-09,1.70525252733165e-09
94,4,-9.0864882060665e-10,1.21282797779062e-12
94,5,1.49686166511476e-09,1.73235467726172e-10
94,6,6.7862182087347e-10,-7.26579310811887e-10
94,7,7.01691987116009e-11,2.47113345664978e-09
94,8,5.16718288027535e-10,-7.88676799425218e-10
94,9,1.13976259699335e-09,1.209300013149e-09
94,10,4.3832722354267e-10,-7.90627834762311e-10
94,11,-8.52679591723492e-10,-1.15191366728549e-09
94,12,2.65586555119068e-09,-1.17924733824272e-11
94,13,5.39908689179293e-10,2.06931782184796e-09
94,14,1.37534134303547e-09,-7.53995077964863e-10
94,15,4.00079643112534e-10,-1.23767980858251e-10
94,16,-2.00311542205972e-09,1.18261705462659e-09
94,17,1.54998309077165e-09,-7.94596176395318e-10
94,18,8.02837905421522e-11,-3.1316986452604e-10
94,19,-7.75340475255891e-10,3.9471448459093e-09
94,20,-1.38668211550874e-09,-4.06124253252735e-10
94,21,-1.57703247582237e-09,2.46121659417034e-09
94,22,-8.31535898205589e-10,1.16097465050991e-09
94,23,-2.12004893924259e-09,3.68347719289805e-10
94,24,-5.40037466057295e-10,-2.56286695661116e-10
94,25,-7.99074846790594e-10,1.40067172046391e-09
94,26,-3.71008993122044e-10,-5.96576184493654e-10
94,27,4.39946267528175e-10,5.01354857897907e-10
94,28,1.97791570590873e-12,1.29884472306666e-09
94,29,6.79051993406791e-10,-9.30545099203245e-10
94,30,-1.1600783094748e-09,2.77465347930348e-09
94,31,1.00033128685499e-09,-1.3318844132554e-09
94,32,6.1598587066503e-10,3.19663047827604e-10
94,33,9.97859818106508e-10,1.38483821492125e-10
94,34,7.39149743495077e-10,2.51604567663361e-09
94,35,-1.63209835305258e-09,-9.82745260205919e-10
94,36,-7.62665025278465e-10,-1.28715424990487e-09
94,37,1.51181985925967e-09,-4.90139472495764e-10
94,38,1.86155323603141e-09,-1.16437337549991e-09
94,39,1.6526051319426e-09,2.91629906914934e-09
94,40,-4.24661566819675e-10,-1.37555155754453e-10
94,41,1.29252664950855e-09,-1.33483577921605e-09
94,42,5.33603700993415e-11,-9.66127343140257e-10
94,43,-6.78120606670344e-10,-1.21816215487232e-09
94,44,-5.07353324476036e-10,1.13552601347504e-09
94,45,1.84117678590952e-10,-1.50391349488344e-09
94,46,2.08462589177708e-09,1.09570255535506e-09
94,47,-7.93537485123041e-10,9.92705513173007e-10
94,48,-2.36767917629849e-09,-3.30799450377301e-10
94,49,3.55458779926597e-09,-2.07433133367043e-09
94,50,2.22015427399139e-09,-1.2490648173786e-09
94,51,9.24231918038365e-10,2.11147104000597e-09
94,52,2.5959308694257e-09,-2.80226408177788e-09
94,53,5.1539673803959e-10,2.65959379545749e-09
94,54,-1.14128417711603e-09,2.46282578374412e-09
94,55,-1.03527249118688e-09,6.89244368659181e-10
94,56,1.09245561463549e-10,2.26789750767748e-10
94,57,1.5756512967134e-09,2.82371486559496e-10
94,58,2.37030640800934e-10,1.0095904795282e-09
94,59,-1.86873736675683e-09,3.7774563500928e-10
94,60,7.74500009694026e-10,-3.22813810243225e-10
94,61,1.7891450096679e-09,-8.79019408887363e-11
94,62,-2.0628167265611e-10,-4.45949905605141e-10
94,63,-1.31027105944e-09,-1.72407743289534e-09
94,64,-2.93311481943371e-10,4.19014811594536e-09
94,65,1.33497958099732e-10,-1.89621310327339e-09
94,66,-1.71800910286724e-09,-1.73225538866098e-09
94,67,2.19520679382077e-09,-2.11657734967036e-09
94,68,3.73780952301396e-10,-2.06514615456566e-09
94,69,1.63024604332052e-09,1.23455781166303e-09
94,70,-2.4420209871684e-10,2.42013994219794e-09
94,71,-4.71264779183798e-10,1.68796738334405e-10
94,72,-2.18915628204322e-09,1.71810113016245e-09
94,73,-1.32738785508511e-09,-1.32465865941814e-09
94,74,8.38898249386743e-11,-1.69361565862692e-09
94,75,-4.06752879429143e-10,-2.61008114991883e-09
94,76,-2.44631123068313e-09,-9.80555894834229e-10
94,77,1.0083861780381e-10,-1.56662665359942e-09
94,78,1.38053982196764e-09,-7.66815962365251e-10
94,79,1.57033741558385e-09,1.82586839191113e-09
94,80,-1.00192754033613e-09,3.09591942560636e-09
94,81,-4.29476875602833e-10,-2.55265990267777e-09
94,82,1.12489377493845e-09,1.26021877150795e-09
94,83,-6.59787834374261e-10,7.99761160748316e-10
94,84,-9.63871255192046e-10,-2.32093515238813e-10
94,85,3.28626937057075e-09,-1.56682080153969e-09
94,86,-1.44468510211461e-10,-9.48623587371934e-11
94,87,-5.16887563080446e-10,-1.48360066465968e-09
94,88,-1.67666824239094e-09,-1.55571691712112e-09
94,89,1.06507381531615e-10,1.05331464912702e-09
94,90,-2.09523463334821e-10,1.63518332631944e-10
94,91,6.77099791446759e-10,2.2057532384311e-10
94,92,-1.59376490323472e-11,2.65512327565704e-10
94,93,-1.20289035414194e-09,1.49185818374734e-09
94,94,-2.37973361833145e-09,-1.87166224207288e-09
95,0,5.36310865949862e-10,0.0
95,1,1.81848657985427e-09,6.01843328212296e-10
95,2,2.76800546655269e-10,-2.55697420770341e-10
95,3,1.07085505413086e-09,-2.82982898214153e-10
95,4,-1.61955148215825e-09,1.43740520598289e-09
95,5,1.59873182738999e-09,3.67737684261561e-09
95,6,-2.33070870372117e-09,1.60988739852928e-09
95,7,-1.91336835326326e-09,9.92468318245488e-10
95,8,-2.60063831802661e-10,9.32833656785642e-10
95,9,6.97771516560076e-10,-7.18705412945643e-10
95,10,-5.94169171453678e-11,1.50852070535385e-10
95,11,1.83015380639733e-09,-7.79634504002958e-11
95,12,1.44447307780353e-09,-2.22690269210118e-09
95,13,-3.0078180187733e-10,1.82901075241449e-09
95,14,-2.71898778063699e-10,-3.7457006768069e-10
95,15,1.52305502735931e-09,-5.47547197256755e-10
95,16,-1.9670743081412e-09,-5.68586889438435e-11
95,17,-2.02110920812691e-09,-1.43022136599532e-09
95,18,4.56683618823407e-10,1.53856532442085e-09
95,19,-6.5208663233649e-10,1.0218375514809e-09
95,20,-2.00822017401503e-09,-1.67795207560033e-11
95,21,-8.71397690447279e-10,1.64428288438991e-09
95,22,-8.50887510592886e-10,2.97683044844007e-09
